,ma30_50_signal,ma30_200_signal,ma50_200_signal,Obv_signal,sma100_signal,macd_signal,adx_signal,stoch_signal,roc_signal,rsi_signal,cci_signal,atr_signal,wpr_signal,bb_signal,Close
275,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.56999969482422
276,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.48999786376953
277,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.8499984741211
278,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.98999786376953
279,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.87999725341797
280,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,68.04000091552734
281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69.87999725341797
282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69.47000122070312
283,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,67.7300033569336
284,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,67.41999816894531
285,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,67.37999725341797
286,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,66.91999816894531
287,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.08999633789062
288,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.52999877929688
289,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,65.8499984741211
290,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,65.19999694824219
291,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,64.4000015258789
292,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,64.77999877929688
293,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,64.25
294,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,63.33000183105469
295,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.790000915527344
296,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,61.970001220703125
297,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,60.869998931884766
298,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,61.29999923706055
299,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,61.36000061035156
300,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,61.63999938964844
301,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,62.400001525878906
302,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.0099983215332
303,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,63.63999938964844
304,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,62.7599983215332
305,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,63.84000015258789
306,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,63.22999954223633
307,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.54999923706055
308,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,63.04999923706055
309,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,63.2400016784668
310,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.93000030517578
311,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,64.0
312,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.2599983215332
313,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,63.02000045776367
314,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,63.18000030517578
315,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,65.38999938964844
316,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,65.79000091552734
317,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,64.80999755859375
318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.0
319,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.52999877929688
320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.33999633789062
321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.36000061035156
322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69.4000015258789
323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69.01000213623047
324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.69000244140625
325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.61000061035156
326,0,0,0,0,1,0,0,1,0,0,0,0,0,0,68.0199966430664
327,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,67.87999725341797
